filename,location,num_annotators,time_h,time_min,time_sec,total_duration,washing_duration,movement_1,movement_2,movement_3,movement_4,movement_5,movement_6,movement_7,movement_0,ring,armband,long_nails,date,datetime,time_of_day_cat,day_type
2020-06-27_16-56-55_camera102.csv,Pauls Stradins,4,16,56,55,70.4,58.6,3.0,8.0,5.0,6.0,6.3,9.2,0.4,20.5,0,0,0,2020-06-27,2020-06-27 16:56:55,afternoon,weekend
2020-06-27_21-22-07_camera102.csv,Pauls Stradins,4,21,22,7,121.8,105.8,7.7,8.3,6.3,12.9,10.0,10.1,0.8,49.8,0,0,0,2020-06-27,2020-06-27 21:22:07,evening,weekend
2020-06-27_23-47-30_camera102.csv,Pauls Stradins,4,23,47,30,96.8,89.1,8.8,8.2,7.5,7.5,7.5,10.3,0.7,38.4,0,0,0,2020-06-27,2020-06-27 23:47:30,evening,weekend
2020-06-28_01-33-18_camera102.csv,Pauls Stradins,4,1,33,18,82.9,43.4,1.9,0.0,1.2,0.0,5.0,0.0,0.9,34.5,0,0,0,2020-06-28,2020-06-28 01:33:18,overnight,weekend
2020-06-28_01-48-17_camera102.csv,Pauls Stradins,4,1,48,17,52.4,29.7,0.8,0.0,4.0,0.0,1.8,0.0,0.5,22.6,0,0,0,2020-06-28,2020-06-28 01:48:17,overnight,weekend
2020-06-28_03-33-35_camera102.csv,Pauls Stradins,4,3,33,35,63.6,49.1,2.5,10.1,5.0,4.9,1.7,3.0,0.0,21.9,0,0,0,2020-06-28,2020-06-28 03:33:35,overnight,weekend
2020-06-28_03-34-43_camera102.csv,Pauls Stradins,4,3,34,43,20.6,12.6,0.0,2.7,2.1,2.3,2.7,2.2,0.0,0.6,0,0,0,2020-06-28,2020-06-28 03:34:43,overnight,weekend
2020-06-28_03-37-36_camera102.csv,Pauls Stradins,4,3,37,36,74.3,52.2,2.6,0.0,4.6,0.0,6.2,0.0,0.9,37.9,0,0,0,2020-06-28,2020-06-28 03:37:36,overnight,weekend
2020-06-28_03-57-36_camera102.csv,Pauls Stradins,4,3,57,36,23.2,15.0,0.4,0.0,0.5,0.0,1.2,0.0,0.7,12.1,0,0,0,2020-06-28,2020-06-28 03:57:36,overnight,weekend
2020-06-28_05-39-31_camera102.csv,Pauls Stradins,4,5,39,31,64.5,52.4,7.5,5.0,3.8,5.0,3.7,3.0,0.6,23.8,0,0,0,2020-06-28,2020-06-28 05:39:31,overnight,weekend
2020-06-28_07-03-36_camera102.csv,Pauls Stradins,4,7,3,36,58.4,55.0,5.3,0.0,6.0,0.0,4.7,4.9,0.0,34.1,0,0,0,2020-06-28,2020-06-28 07:03:36,morning,weekend
2020-06-28_10-13-52_camera102.csv,Pauls Stradins,4,10,13,52,59.4,47.3,0.6,0.0,3.4,0.0,4.2,0.0,0.4,38.7,0,0,0,2020-06-28,2020-06-28 10:13:52,morning,weekend
2020-06-28_14-22-04_camera102.csv,Pauls Stradins,4,14,22,4,77.6,67.9,3.5,6.7,4.3,0.0,7.8,16.7,0.7,28.2,0,0,0,2020-06-28,2020-06-28 14:22:04,afternoon,weekend
2020-06-28_17-48-55_camera102.csv,Pauls Stradins,4,17,48,55,104.1,93.1,4.5,0.0,3.8,0.0,3.4,2.9,0.6,78.0,1,0,0,2020-06-28,2020-06-28 17:48:55,afternoon,weekend
2020-06-28_23-42-10_camera102.csv,Pauls Stradins,4,23,42,10,54.9,45.5,0.5,0.0,2.1,0.0,7.4,0.0,0.8,34.6,0,0,0,2020-06-28,2020-06-28 23:42:10,evening,weekend
2020-06-29_00-00-25_camera102.csv,Pauls Stradins,4,0,0,25,34.1,8.8,1.6,0.0,0.3,0.0,0.6,0.0,0.0,6.2,0,0,0,2020-06-29,2020-06-29 00:00:25,overnight,weekday
2020-06-29_00-05-17_camera102.csv,Pauls Stradins,4,0,5,17,46.1,38.9,0.8,0.0,3.3,0.0,3.2,0.0,0.5,31.0,0,0,0,2020-06-29,2020-06-29 00:05:17,overnight,weekday
2020-06-29_02-46-09_camera102.csv,Pauls Stradins,4,2,46,9,90.7,68.5,7.8,6.7,3.7,4.1,5.6,5.5,0.4,34.7,1,0,0,2020-06-29,2020-06-29 02:46:09,overnight,weekday
2020-06-29_03-12-14_camera102.csv,Pauls Stradins,4,3,12,14,64.6,39.7,3.6,3.6,1.1,3.3,5.8,0.0,0.0,22.2,1,0,0,2020-06-29,2020-06-29 03:12:14,overnight,weekday
2020-06-29_03-27-33_camera102.csv,Pauls Stradins,3,3,27,33,35.6,5.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0,0,0,2020-06-29,2020-06-29 03:27:33,overnight,weekday
2020-06-29_03-35-12_camera102.csv,Pauls Stradins,4,3,35,12,39.6,31.3,3.5,7.4,0.0,0.0,3.9,0.0,0.0,16.4,0,0,0,2020-06-29,2020-06-29 03:35:12,overnight,weekday
2020-06-29_03-36-37_camera102.csv,Pauls Stradins,4,3,36,37,59.6,25.3,0.3,3.4,1.5,2.0,8.1,0.0,0.0,10.1,0,0,0,2020-06-29,2020-06-29 03:36:37,overnight,weekday
2020-06-29_03-48-37_camera102.csv,Pauls Stradins,4,3,48,37,80.9,60.5,5.6,7.3,3.8,5.4,5.7,4.7,0.6,27.4,1,0,0,2020-06-29,2020-06-29 03:48:37,overnight,weekday
2020-06-29_04-01-15_camera102.csv,Pauls Stradins,3,4,1,15,30.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0,0,0,2020-06-29,2020-06-29 04:01:15,overnight,weekday
2020-06-29_04-19-33_camera102.csv,Pauls Stradins,3,4,19,33,64.0,33.3,13.9,0.0,0.0,4.6,0.0,0.0,0.0,14.8,0,0,0,2020-06-29,2020-06-29 04:19:33,overnight,weekday
2020-06-29_05-23-22_camera102.csv,Pauls Stradins,4,5,23,22,83.1,66.7,11.2,7.9,4.4,3.1,7.0,5.5,2.2,25.4,1,0,0,2020-06-29,2020-06-29 05:23:22,overnight,weekday
2020-06-29_06-30-03_camera102.csv,Pauls Stradins,4,6,30,3,59.0,36.8,5.7,0.0,4.5,4.4,4.5,3.2,0.0,14.6,1,0,0,2020-06-29,2020-06-29 06:30:03,morning,weekday
2020-06-29_07-00-05_camera102.csv,Pauls Stradins,4,7,0,5,25.6,24.7,2.6,0.0,12.3,0.0,3.7,0.0,0.0,6.2,0,0,0,2020-06-29,2020-06-29 07:00:05,morning,weekday
2020-06-29_07-00-55_camera102.csv,Pauls Stradins,3,7,0,55,57.2,33.5,6.8,0.0,0.0,2.4,0.0,0.0,0.0,24.2,0,0,0,2020-06-29,2020-06-29 07:00:55,morning,weekday
2020-06-29_08-04-37_camera102.csv,Pauls Stradins,4,8,4,37,84.1,59.3,7.6,5.2,5.6,3.6,4.0,6.2,0.7,26.3,1,0,0,2020-06-29,2020-06-29 08:04:37,morning,weekday
2020-06-29_08-33-30_camera102.csv,Pauls Stradins,4,8,33,30,83.1,44.1,8.7,0.0,4.5,0.0,7.2,0.0,0.0,23.7,0,0,0,2020-06-29,2020-06-29 08:33:30,morning,weekday
2020-06-29_09-30-54_camera102.csv,Pauls Stradins,4,9,30,54,84.3,63.4,7.5,6.9,4.1,4.3,6.2,7.2,0.9,26.3,1,0,0,2020-06-29,2020-06-29 09:30:54,morning,weekday
2020-06-29_11-36-50_camera102.csv,Pauls Stradins,4,11,36,50,25.2,25.0,9.0,0.0,3.6,0.0,2.5,0.0,0.0,9.8,0,0,0,2020-06-29,2020-06-29 11:36:50,morning,weekday
2020-06-29_12-36-16_camera102.csv,Pauls Stradins,4,12,36,16,51.1,39.8,6.3,0.0,5.9,0.0,6.1,9.6,0.0,11.8,0,0,0,2020-06-29,2020-06-29 12:36:16,afternoon,weekday
2020-06-29_13-18-15_camera102.csv,Pauls Stradins,4,13,18,15,69.4,57.7,8.7,0.0,12.7,0.0,7.0,8.0,0.0,21.2,0,0,0,2020-06-29,2020-06-29 13:18:15,afternoon,weekday
2020-06-29_14-02-47_camera102.csv,Pauls Stradins,4,14,2,47,48.4,22.6,3.8,0.0,3.4,3.2,4.2,0.0,0.0,8.1,0,0,0,2020-06-29,2020-06-29 14:02:47,afternoon,weekday
2020-06-29_14-30-35_camera102.csv,Pauls Stradins,4,14,30,35,26.0,11.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0,0,0,2020-06-29,2020-06-29 14:30:35,afternoon,weekday
2020-06-29_15-21-02_camera102.csv,Pauls Stradins,4,15,21,2,78.2,57.1,5.3,4.6,4.1,3.5,4.5,5.9,0.8,28.5,1,0,0,2020-06-29,2020-06-29 15:21:02,afternoon,weekday
2020-06-29_17-29-04_camera102.csv,Pauls Stradins,4,17,29,4,28.6,14.5,0.0,0.0,0.0,0.0,0.0,2.9,0.0,11.5,0,0,0,2020-06-29,2020-06-29 17:29:04,afternoon,weekday
2020-06-29_23-15-54_camera102.csv,Pauls Stradins,4,23,15,54,74.2,52.5,7.6,6.5,4.0,2.1,3.9,3.8,1.9,22.6,1,0,0,2020-06-29,2020-06-29 23:15:54,evening,weekday
2020-06-30_00-49-50_camera102.csv,Pauls Stradins,4,0,49,50,110.1,56.4,2.5,9.0,6.0,10.0,4.4,2.7,0.6,21.2,0,0,0,2020-06-30,2020-06-30 00:49:50,overnight,weekday
2020-06-30_01-22-44_camera102.csv,Pauls Stradins,4,1,22,44,67.6,41.1,2.7,0.0,9.4,0.0,6.5,9.6,0.0,12.9,0,0,0,2020-06-30,2020-06-30 01:22:44,overnight,weekday
2020-06-30_02-21-14_camera102.csv,Pauls Stradins,4,2,21,14,20.8,19.6,10.5,7.1,0.3,0.0,0.0,0.0,0.0,1.7,0,0,0,2020-06-30,2020-06-30 02:21:14,overnight,weekday
2020-06-30_02-22-17_camera102.csv,Pauls Stradins,3,2,22,17,40.2,23.6,1.6,0.0,0.0,0.0,0.0,0.0,0.3,21.8,0,0,0,2020-06-30,2020-06-30 02:22:17,overnight,weekday
2020-06-30_03-29-53_camera102.csv,Pauls Stradins,4,3,29,53,60.7,52.4,5.3,5.3,5.9,7.0,5.9,7.5,0.7,14.9,0,0,0,2020-06-30,2020-06-30 03:29:53,overnight,weekday
2020-06-30_04-10-00_camera102.csv,Pauls Stradins,4,4,10,0,97.6,88.5,9.4,7.5,10.2,12.3,6.5,6.8,0.7,35.0,0,0,0,2020-06-30,2020-06-30 04:10:00,overnight,weekday
2020-06-30_04-12-14_camera102.csv,Pauls Stradins,4,4,12,14,79.1,61.8,3.0,7.4,8.1,9.4,6.1,3.2,0.7,23.8,0,0,0,2020-06-30,2020-06-30 04:12:14,overnight,weekday
2020-06-30_04-38-38_camera102.csv,Pauls Stradins,4,4,38,38,49.3,49.1,5.2,8.3,10.7,7.9,7.1,4.8,0.0,5.1,0,0,0,2020-06-30,2020-06-30 04:38:38,overnight,weekday
2020-06-30_04-39-34_camera102.csv,Pauls Stradins,3,4,39,34,28.2,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,16.0,0,0,0,2020-06-30,2020-06-30 04:39:34,overnight,weekday
2020-06-30_05-10-44_camera102.csv,Pauls Stradins,4,5,10,44,88.3,88.1,2.2,12.4,5.7,0.0,7.4,2.8,0.0,57.5,1,0,0,2020-06-30,2020-06-30 05:10:44,overnight,weekday
2020-06-30_05-39-33_camera102.csv,Pauls Stradins,4,5,39,33,100.4,83.1,9.4,2.9,6.9,9.1,11.0,12.4,0.8,30.5,1,0,0,2020-06-30,2020-06-30 05:39:33,overnight,weekday
2020-06-30_08-37-19_camera102.csv,Pauls Stradins,4,8,37,19,27.2,20.3,3.9,0.0,0.0,4.5,0.0,0.0,0.0,11.9,0,0,0,2020-06-30,2020-06-30 08:37:19,morning,weekday
2020-06-30_09-22-35_camera102.csv,Pauls Stradins,4,9,22,35,53.5,53.3,7.3,6.3,21.0,2.3,0.0,0.0,0.0,16.4,0,0,0,2020-06-30,2020-06-30 09:22:35,morning,weekday
2020-06-30_09-23-48_camera102.csv,Pauls Stradins,3,9,23,48,61.1,44.8,1.3,0.0,0.0,0.0,0.0,0.9,0.3,42.3,0,0,0,2020-06-30,2020-06-30 09:23:48,morning,weekday
2020-06-30_10-47-58_camera101.csv,Pauls Stradins,2,10,47,58,35.2,33.9,3.6,8.7,4.9,7.0,5.2,0.0,0.0,4.5,0,0,0,2020-06-30,2020-06-30 10:47:58,morning,weekday
2020-06-30_10-48-51_camera101.csv,Pauls Stradins,2,10,48,51,37.5,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,14.8,0,0,0,2020-06-30,2020-06-30 10:48:51,morning,weekday
2020-06-30_13-08-45_camera101.csv,Pauls Stradins,2,13,8,45,40.8,28.6,2.8,3.3,1.6,4.7,2.6,0.0,0.2,13.5,0,0,0,2020-06-30,2020-06-30 13:08:45,afternoon,weekday
2020-07-01_04-14-24_camera101.csv,Pauls Stradins,2,4,14,24,25.5,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0,0,0,2020-07-01,2020-07-01 04:14:24,overnight,weekday
2020-07-01_07-13-30_camera101.csv,Pauls Stradins,2,7,13,30,26.2,22.1,1.8,4.7,1.7,2.5,3.3,0.0,0.0,8.0,0,0,0,2020-07-01,2020-07-01 07:13:30,morning,weekday
2020-07-01_07-14-10_camera101.csv,Pauls Stradins,2,7,14,10,26.1,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0,0,0,2020-07-01,2020-07-01 07:14:10,morning,weekday
2020-07-01_11-05-03_camera101.csv,Pauls Stradins,2,11,5,3,12.7,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0,0,0,2020-07-01,2020-07-01 11:05:03,morning,weekday
2020-07-02_07-11-13_camera101.csv,Pauls Stradins,2,7,11,13,26.5,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2,14.7,0,0,0,2020-07-02,2020-07-02 07:11:13,morning,weekday
2020-07-03_01-07-58_camera101.csv,Pauls Stradins,2,1,7,58,36.9,8.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0,1,0,2020-07-03,2020-07-03 01:07:58,overnight,weekday
2020-07-03_01-43-21_camera101.csv,Pauls Stradins,2,1,43,21,20.6,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,12.5,0,0,0,2020-07-03,2020-07-03 01:43:21,overnight,weekday
2020-07-03_08-38-53_camera101.csv,Pauls Stradins,2,8,38,53,30.1,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,20.3,0,0,0,2020-07-03,2020-07-03 08:38:53,morning,weekday
2020-07-04_02-12-05_camera101.csv,Pauls Stradins,2,2,12,5,23.6,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,11.0,0,0,0,2020-07-04,2020-07-04 02:12:05,overnight,weekend
2020-07-04_08-09-33_camera101.csv,Pauls Stradins,2,8,9,33,39.2,25.3,4.3,5.0,0.0,2.3,3.9,0.0,0.2,9.6,0,0,0,2020-07-04,2020-07-04 08:09:33,morning,weekend
2020-07-05_03-46-19_camera101.csv,Pauls Stradins,2,3,46,19,21.2,8.5,2.6,0.0,0.0,0.0,0.0,0.0,0.1,5.7,0,0,0,2020-07-05,2020-07-05 03:46:19,overnight,weekend
2020-07-06_04-54-01_camera101.csv,Pauls Stradins,2,4,54,1,24.0,13.8,0.7,0.0,0.0,0.9,0.0,0.0,0.0,12.2,0,1,0,2020-07-06,2020-07-06 04:54:01,overnight,weekday
2020-07-08_00-57-43_camera101.csv,Pauls Stradins,2,0,57,43,42.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0,0,0,2020-07-08,2020-07-08 00:57:43,overnight,weekday
2020-07-08_10-51-07_camera101.csv,Pauls Stradins,2,10,51,7,57.3,44.3,3.2,2.8,0.0,1.3,0.0,0.0,0.0,37.1,0,0,0,2020-07-08,2020-07-08 10:51:07,morning,weekday
2020-07-09_01-00-04_camera101.csv,Pauls Stradins,1,1,0,4,14.4,2.9,1.1,0.0,0.1,0.0,0.0,0.0,0.0,1.7,0,0,0,2020-07-09,2020-07-09 01:00:04,overnight,weekday
2020-07-09_04-10-08_camera101.csv,Pauls Stradins,2,4,10,8,53.9,34.8,1.8,3.6,2.2,0.0,2.5,2.6,0.0,22.2,0,0,0,2020-07-09,2020-07-09 04:10:08,overnight,weekday
2020-07-09_11-09-53_camera101.csv,Pauls Stradins,2,11,9,53,46.6,32.0,4.5,3.7,2.0,1.8,4.3,0.9,0.0,14.8,0,0,0,2020-07-09,2020-07-09 11:09:53,morning,weekday
2020-07-11_02-45-56_camera101.csv,Pauls Stradins,2,2,45,56,26.6,23.6,5.3,8.0,4.9,0.0,0.0,0.0,0.0,5.5,0,0,0,2020-07-11,2020-07-11 02:45:56,overnight,weekend
2020-07-11_02-46-41_camera101.csv,Pauls Stradins,2,2,46,41,30.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0,0,0,2020-07-11,2020-07-11 02:46:41,overnight,weekend
2020-07-11_03-18-24_camera101.csv,Pauls Stradins,2,3,18,24,32.2,19.0,2.4,4.7,0.0,0.0,2.8,0.0,0.2,8.9,0,0,0,2020-07-11,2020-07-11 03:18:24,overnight,weekend
2020-07-11_05-30-48_camera101.csv,Pauls Stradins,2,5,30,48,56.8,42.3,3.5,3.4,5.4,8.0,7.2,4.4,0.2,10.1,0,0,0,2020-07-11,2020-07-11 05:30:48,overnight,weekend
2020-07-11_06-43-43_camera101.csv,Pauls Stradins,2,6,43,43,45.4,37.2,1.6,3.9,4.7,3.1,4.1,3.9,0.2,15.7,0,0,0,2020-07-11,2020-07-11 06:43:43,morning,weekend
2020-07-13_03-16-11_camera101.csv,Pauls Stradins,1,3,16,11,26.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0,0,2020-07-13,2020-07-13 03:16:11,overnight,weekday
2020-07-14_02-27-13_camera101.csv,Pauls Stradins,2,2,27,13,25.6,9.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0,0,0,2020-07-14,2020-07-14 02:27:13,overnight,weekday
2020-07-16_01-12-15_camera101.csv,Pauls Stradins,2,1,12,15,25.0,9.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0,0,0,2020-07-16,2020-07-16 01:12:15,overnight,weekday
2020-07-16_03-42-45_camera101.csv,Pauls Stradins,2,3,42,45,35.7,14.2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0,0,0,2020-07-16,2020-07-16 03:42:45,overnight,weekday
2020-07-16_04-38-15_camera101.csv,Pauls Stradins,2,4,38,15,37.9,34.5,1.3,3.4,1.1,0.0,2.4,0.0,0.0,26.3,0,0,0,2020-07-16,2020-07-16 04:38:15,overnight,weekday
2020-07-17_06-19-35_camera101.csv,Pauls Stradins,2,6,19,35,33.6,22.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0,0,0,2020-07-17,2020-07-17 06:19:35,morning,weekday
2020-07-19_06-14-50_camera101.csv,Pauls Stradins,2,6,14,50,50.0,49.1,5.5,4.9,3.6,7.3,4.8,6.9,0.0,16.0,0,0,0,2020-07-19,2020-07-19 06:14:50,morning,weekend
2020-07-20_07-13-40_camera101.csv,Pauls Stradins,2,7,13,40,50.2,39.3,2.0,5.5,3.7,4.2,7.7,4.9,0.0,11.3,0,0,0,2020-07-20,2020-07-20 07:13:40,morning,weekday
2020-07-21_19-45-11_camera101.csv,Pauls Stradins,2,19,45,11,22.7,9.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0,0,0,2020-07-21,2020-07-21 19:45:11,evening,weekday
2020-07-22_14-39-40_camera101.csv,Pauls Stradins,2,14,39,40,6.2,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0,0,0,2020-07-22,2020-07-22 14:39:40,afternoon,weekday
2020-07-22_14-44-42_camera101.csv,Pauls Stradins,2,14,44,42,30.1,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0,0,0,2020-07-22,2020-07-22 14:44:42,afternoon,weekday
2020-07-22_14-47-48_camera101.csv,Pauls Stradins,2,14,47,48,25.8,14.4,2.1,5.4,2.4,0.9,0.0,0.0,0.0,3.6,0,0,0,2020-07-22,2020-07-22 14:47:48,afternoon,weekday
2020-06-26_19-53-12_camera101.csv,Pauls Stradins,2,19,53,12,55.6,28.7,4.4,2.4,1.4,4.4,0.0,4.0,0.0,12.2,0,0,0,2020-06-26,2020-06-26 19:53:12,evening,weekday
2020-06-26_23-15-10_camera101.csv,Pauls Stradins,2,23,15,10,26.2,10.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0,0,0,2020-06-26,2020-06-26 23:15:10,evening,weekday
2020-06-26_23-41-27_camera101.csv,Pauls Stradins,2,23,41,27,66.4,29.3,4.2,5.8,0.0,4.3,3.6,2.9,0.0,8.5,0,0,0,2020-06-26,2020-06-26 23:41:27,evening,weekday
2020-06-27_01-03-39_camera101.csv,Pauls Stradins,2,1,3,39,58.2,34.4,2.3,5.4,2.3,0.0,0.0,1.8,0.0,22.6,0,0,0,2020-06-27,2020-06-27 01:03:39,overnight,weekend
2020-06-27_02-29-57_camera101.csv,Pauls Stradins,2,2,29,57,85.0,55.2,7.3,2.9,1.2,3.1,3.7,6.6,0.0,30.4,0,0,0,2020-06-27,2020-06-27 02:29:57,overnight,weekend
2020-06-27_09-28-26_camera101.csv,Pauls Stradins,1,9,28,26,51.1,12.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0,0,0,2020-06-27,2020-06-27 09:28:26,morning,weekend
2020-06-27_12-21-47_camera101.csv,Pauls Stradins,2,12,21,47,39.8,21.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,14.5,0,0,0,2020-06-27,2020-06-27 12:21:47,afternoon,weekend
2020-06-27_16-11-59_camera101.csv,Pauls Stradins,2,16,11,59,71.6,47.3,2.1,8.1,2.8,3.2,6.8,3.5,0.0,20.7,0,0,0,2020-06-27,2020-06-27 16:11:59,afternoon,weekend
